school_id,ipgroup_name,ipgroup_id,nfa_uuid,date,daily_95th_percentile_mbps,direction,data_points_daily
1408,院校058_B站_V4,2500120,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,360.53541666666666,both,288
1395,院校045_B站_V4,2500094,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,311.6145832061768,both,288
1426,院校076_B站_V4,2500156,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,299.3727082570394,both,288
1416,院校066_B站_V6,2500137,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,296.2649998982747,both,288
1436,院校086_B站_V6,2500177,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,270.0045832316081,both,288
1374,院校024_B站_V6,2500053,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,247.23145815531413,both,288
1393,院校043_B站_V6,2500091,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,242.25083325703937,both,288
1400,院校050_B站_V6,2500105,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,196.6439582824707,both,288
1436,院校086_B站_V4,2500176,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,192.6566665649414,both,288
1503,院校156_B站_V4,2500312,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,175.74854164123533,both,288
1509,院校162_B站_V4,2500324,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,175.74854164123533,both,288
1414,院校064_B站_V4,2500132,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,172.96416651407878,both,288
1411,院校061_B站_V4,2500126,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,152.6133332570394,both,288
1394,院校044_B站_V4,2500092,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,151.54999999999998,both,288
1435,院校085_B站_V4,2500174,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,119.52770830790202,both,288
1441,院校092_B站_V6,2500189,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,97.77229156494141,both,288
1479,院校130_B站_V4,2500262,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,94.93979148864746,both,288
1414,院校064_B站_V6,2500133,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,91.7106248219808,both,288
1435,院校085_B站_V6,2500175,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,88.12124989827474,both,288
1445,院校095_B站_V4,2500194,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,79.22104148864747,both,288
1374,院校024_B站_V4,2500052,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,72.19166666666666,both,288
1399,院校049_B站_V6,2500103,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,71.50333315531412,both,288
1481,院校132_B站_V6,2500267,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,63.83729159037272,both,288
